ID_ARTICLE;NOM_ARTICLE;PRIX_ACHAT;VOLUME;TITRAGE;NOM_COULEUR;NOM_TYPE;NOM_MARQUE;NOM_FABRICANT;NOM_PAYS;NOM_CONTINENT
1;das Echte Märzen;2,14;33;5,7;Blonde;Bière de Saison;das Echte Märzen;AB InBev;ALLEMAGNE;Europe
2;das Helle;2,17;33;5;NULL;NULL;das Helle;AB InBev;ALLEMAGNE;Europe
3;das Schwarze;1,9;33;4,9;Brune;NULL;das Schwarze;AB InBev;ALLEMAGNE;Europe
4;Dinkel Acker Märzen;2,59;33;5,6;Blonde;Bière de Saison;Dinkel Accker;AB InBev;ALLEMAGNE;Europe
5;Dinkel Acker Privat;2,61;33;5,1;Blonde;NULL;Dinkel Accker;AB InBev;ALLEMAGNE;Europe
6;Franziskaner Hefe-Weissbier Dunkel;2,32;33;5;Brune;NULL;Franziskaner ;AB InBev;ALLEMAGNE;Europe
7;Franziskaner Hefe-Weissbier Hell;1,71;33;5;Blanche;NULL;Franziskaner ;AB InBev;ALLEMAGNE;Europe
8;Franziskaner Weissbier Kristallklar;2,92;33;5;Blanche;NULL;Franziskaner ;AB InBev;ALLEMAGNE;Europe
9;Fruit Défendu (le);2,96;33;8,5;Brune;NULL;Fruit Défendu (le);AB InBev;BELGIQUE;Europe
10;Goose Island India Pale Ale;1,29;33;5,9;Blonde;Ale;Goose Island;AB InBev;ÉTATS-UNIS;Amérique
11;Grand Prestige;1,06;33;10;Brune;NULL;Hertog Jan;AB InBev;PAYS-BAS;Europe
12;Hertog Jan Karakter;2,33;33;7,5;Ambrée;NULL;Hertog Jan;AB InBev;PAYS-BAS;Europe
13;Hertog Jan Natuurzuiver;2,78;33;5,1;Blonde;Pils et Lager;Hertog Jan;AB InBev;PAYS-BAS;Europe
14;Hertog Jan Primator;1,45;33;6;Blonde;Pils et Lager;Hertog Jan;AB InBev;PAYS-BAS;Europe
15;Hertog Jan Weizener;1,48;33;5,7;Blanche;NULL;Hertog Jan;AB InBev;PAYS-BAS;Europe
16;Hoegaarden;2,88;33;4,9;Blanche;NULL;Hoegaarden;AB InBev;BELGIQUE;Europe
17;Hoegaarden Citron;1,61;33;3;Blanche;Bière Aromatisée;Hoegaarden;AB InBev;BELGIQUE;Europe
18;Hoegaarden Grand Cru;1,76;33;8,5;Blonde;NULL;Hoegaarden;AB InBev;BELGIQUE;Europe
19;Hoegaarden Rosée;1,11;33;3;Blanche;Bière Aromatisée;Hoegaarden;AB InBev;BELGIQUE;Europe
20;Hoegaarden Spéciale;2,06;33;5,7;Blanche;NULL;Hoegaarden;AB InBev;BELGIQUE;Europe
21;Hoegarden Rosée;2,96;33;3;Blanche;Bière Aromatisée;Hoegaarden;AB InBev;BELGIQUE;Europe
22;Antartica;2,64;33;4,9;Blonde;NULL;InBev;AB InBev;BRÉSIL;Amérique
23;Bécasse Originale Framboise;1,87;33;5,7;NULL;Bière Aromatisée;InBev;AB InBev;BRÉSIL;Amérique
24;Bécasse Originale Gueuze;2,33;33;5,6;Blonde;Lambic;InBev;AB InBev;BRÉSIL;Amérique
25;Bécasse Originale Kriek;2,32;33;5,1;NULL;Bière Aromatisée;InBev;AB InBev;BRÉSIL;Amérique
26;Becks;2,32;33;4,9;Blonde;Pils et Lager;InBev;AB InBev;BRÉSIL;Amérique
27;Becks Gold;1,72;33;4,9;Blonde;Pils et Lager;InBev;AB InBev;BRÉSIL;Amérique
28;Bodingtons Draught Bitter;1,62;33;3,8;NULL;Ale;InBev;AB InBev;BRÉSIL;Amérique
29;Bohemia Pilsen;1,44;33;5;Blonde;NULL;InBev;AB InBev;BRÉSIL;Amérique
30;Brahma Chopp;2,06;33;4,8;Blonde;NULL;InBev;AB InBev;BRÉSIL;Amérique
31;Carling;2,79;33;4,1;Blonde;Pils et Lager;InBev;AB InBev;BRÉSIL;Amérique
32;Julius;2,76;33;8,5;Blonde;NULL;Julius;AB InBev;BELGIQUE;Europe
33;Leffe 9;1,56;33;9;Brune;NULL;Leffe;AB InBev;BELGIQUE;Europe
34;Leffe Blonde;2,95;33;6,6;Blonde;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
35;Leffe Brune;2,14;33;6,5;Brune;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
36;Leffe Kerstbier;2,7;33;6,6;Brune;Bière de Saison;Leffe;AB InBev;BELGIQUE;Europe
37;Leffe Radieuse;2,22;33;8,2;Ambrée;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
38;Leffe Royale;1,78;33;7,5;Blonde;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
39;Leffe Ruby;1,21;33;5;NULL;Bière Aromatisée;Leffe;AB InBev;BELGIQUE;Europe
40;Leffe Triple;1,56;33;8,5;Blonde;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
41;Leffe Vieille Cuvée;2,26;33;8,2;Brune;Abbaye;Leffe;AB InBev;BELGIQUE;Europe
42;Loburg;2,85;33;5,7;Blonde;Pils et Lager;Loburg;AB InBev;BELGIQUE;Europe
43;Meister Pils;2,38;33;4,9;Blonde;Pils et Lager;Meister;AB InBev;ALLEMAGNE;Europe
44;PiedBoeuf Blonde;2,84;33;1,2;Blonde;NULL;PiedBoeuf;AB InBev;BELGIQUE;Europe
45;PiedBoeuf Foncé;1,9;33;1,2;Brune;NULL;PiedBoeuf;AB InBev;BELGIQUE;Europe
46;PiedBoeuf Triple;2,34;33;3,8;Blonde;NULL;PiedBoeuf;AB InBev;BELGIQUE;Europe
47;Quilmes;1,71;33;4,9;NULL;Ale;Quilmes;AB InBev;ARGENTINE;Amérique
48;Schwaben Bräu Weihnachtsbier;1,02;33;5,5;Ambrée;Bière de Saison;Schwaben Bräu;AB InBev;ALLEMAGNE;Europe
49;Skol Pils;2,88;33;4,7;NULL;Ale;Skol Pils;AB InBev;BRÉSIL;Amérique
50;Stella Artois;1,11;33;5;Blonde;Pils et Lager;Stella Artois;AB InBev;BELGIQUE;Europe
51;Vieux Temps;2,5;33;4,5;Ambrée;NULL;Vieux Temps;AB InBev;BELGIQUE;Europe
52;Carlsberg Beer;2,05;33;5,5;Blonde;Pils et Lager;Carlsberg;Carlsberg;DANEMARK;Europe
53;Foster's;1,02;33;5;Blonde;Pils et Lager;Foster's;Carlsberg;AUSTRALIE;Océanie
54;Kanterbraü;2,91;33;4,2;Blonde;Pils et Lager;Kanterbraü;Carlsberg;FRANCE;Europe
55;1664;1,32;33;6,3;Blonde;Pils et Lager;Kronenbourg;Carlsberg;FRANCE;Europe
56;1664 Gold;1,06;33;6,1;Blonde;NULL;Kronenbourg;Carlsberg;FRANCE;Europe
57;1664 Millésime 2011;2,23;33;6,7;Ambrée;NULL;Kronenbourg;Carlsberg;FRANCE;Europe
58;Kronenbourg;1,53;33;4,5;Blonde;Pils et Lager;Kronenbourg;Carlsberg;FRANCE;Europe
59;Wilfort;2,58;33;6,3;Brune;NULL;Wilfort;Carlsberg;FRANCE;Europe
60;Agent Provocateur;1,72;33;6,5;Blonde;NULL;Agent Provocateur;Craig Allan;FRANCE;Europe
61;Abdis Brune;1,58;33;6,5;Brune;Abbaye;Abdis;Duvel;BELGIQUE;Europe
62;Abdis Triple;1,64;33;8,2;Blonde;Abbaye;Abdis;Duvel;BELGIQUE;Europe
63;Chouffe (la);1,22;33;8;Blonde;NULL;Chouffe;Duvel;BELGIQUE;Europe
64;Chouffe IPA Houblon;1,41;33;9;Blonde;NULL;Chouffe;Duvel;BELGIQUE;Europe
65;Chouffe N'Ice;1,77;33;10;Brune;NULL;Chouffe;Duvel;BELGIQUE;Europe
66;Duvel;2,55;33;8,5;Blonde;NULL;Duvel;Duvel;BELGIQUE;Europe
67;Duvel Tripel Hop 2014 Mosaic;1,91;33;9,5;Blonde;NULL;Duvel;Duvel;BELGIQUE;Europe
68;Duvel Triple Hop;2,35;33;9,5;Blonde;NULL;Duvel;Duvel;BELGIQUE;Europe
69;Duvel Verte;2,16;33;7,5;Blonde;NULL;Duvel;Duvel;BELGIQUE;Europe
70;Liefmans Cuvée Brut;1,58;33;6;Brune;Bière Aromatisée;Liefmans;Duvel;BELGIQUE;Europe
71;Liefmans Frambozen;2,19;33;4;NULL;Bière Aromatisée;Liefmans;Duvel;BELGIQUE;Europe
72;Liefmans Glühkriek;1,65;33;6;NULL;Bière Aromatisée;Liefmans;Duvel;BELGIQUE;Europe
73;Liefmans Goudenband;1,65;33;8;Brune;NULL;Liefmans;Duvel;BELGIQUE;Europe
74;Liefmans Jan Van Gent;2,09;33;5,5;Ambrée;NULL;Liefmans;Duvel;BELGIQUE;Europe
75;Liefmans Oud Bruin;1,86;33;5;Brune;NULL;Liefmans;Duvel;BELGIQUE;Europe
76;Adelscott;2,17;33;6,6;Ambrée;NULL;Adelscott;Heineken;FRANCE;Europe
77;Affligem Blonde;1,08;33;7;Blonde;Abbaye;Affligem;Heineken;BELGIQUE;Europe
78;Affligem Christmas;2,99;33;9;Brune;Bière de Saison;Affligem;Heineken;BELGIQUE;Europe
79;Affligem de Noël;2,49;33;6,5;Ambrée;Bière de Saison;Affligem;Heineken;BELGIQUE;Europe
80;Affligem Dubbel;1,83;33;6,8;Brune;Abbaye;Affligem;Heineken;BELGIQUE;Europe
81;Affligem Tripel;2,61;33;8,5;Blonde;Abbaye;Affligem;Heineken;BELGIQUE;Europe
82;Beamish;2,11;33;4,2;Brune;Stout;Beamish;Heineken;IRLANDE;Europe
83;Brugs;1,33;33;4,8;Blanche;NULL;Brugs;Heineken;BELGIQUE;Europe
84;Ciney Blonde;2,45;33;7;Blonde;Abbaye;Ciney;Heineken;BELGIQUE;Europe
85;Ciney Brune;1,51;33;7;Brune;Abbaye;Ciney;Heineken;BELGIQUE;Europe
86;Desperados;2,35;33;5,9;NULL;Bière Aromatisée;Desperados;Heineken;FRANCE;Europe
87;Bière de Noël Fischer;1,22;33;6;Ambrée;NULL;Fischer;Heineken;FRANCE;Europe
88;Fischer de Printemps;2,86;33;5,5;NULL;Bière Aromatisée;Fischer;Heineken;FRANCE;Europe
89;Fischer Réserve Ambrée;2,15;33;6,3;Ambrée;NULL;Fischer;Heineken;FRANCE;Europe
90;Fischer Tradition;1,07;33;6;Blonde;NULL;Fischer;Heineken;FRANCE;Europe
91;Fischer Tradition de la Réunion;1,09;33;5;Blonde;NULL;Fischer;Heineken;FRANCE;Europe
92;Grimbergen Blonde;2,49;33;6,7;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
93;Grimbergen Cuvée Ambrée;2;33;6,5;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
94;Grimbergen Cuvée Blanche;2,99;33;6;Blanche;NULL;Grimbergen;Heineken;BELGIQUE;Europe
95;Grimbergen Cuvée de l'Ermitage;2,37;33;7,5;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
96;Grimbergen Dorée;1,54;33;8;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
97;Grimbergen Double;2,85;33;6,5;Brune;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
98;Grimbergen la Réserve;2,59;33;8,5;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
99;Grimbergen Optimo Bruno;1,32;33;10;Brune;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
100;Grimbergen Triple;1,66;33;9;Blonde;Abbaye;Grimbergen;Heineken;BELGIQUE;Europe
101;Heineken;2,92;33;5;Blonde;Pils et Lager;Heineken;Heineken;PAYS-BAS;Europe
102;Heineken Oud Bruin;1,56;33;2,6;Brune;NULL;Heineken;Heineken;PAYS-BAS;Europe
103;John Smith's Original Bitter;2,79;33;4;NULL;Ale;Heineken;Heineken;PAYS-BAS;Europe
104;Maes;2,71;33;5,2;NULL;Ale;Maes;Heineken;BELGIQUE;Europe
105;Mc Ewan's Scotch;2,59;33;7,2;NULL;Ale;Mc Ewan;Heineken;ROYAUME-UNI;Europe
106;Mort Subite Blanche;1,67;33;NULL;Blanche;Lambic;Mort Subite;Heineken;BELGIQUE;Europe
107;Mort Subite Gueuze;1,59;33;4,5;Blonde;Lambic;Mort Subite;Heineken;BELGIQUE;Europe
108;Mort Subite Kriek;2,89;33;4,5;NULL;Bière Aromatisée;Mort Subite;Heineken;BELGIQUE;Europe
109;Murphy's Irish Stout;1;33;4;Brune;Stout;Murphy;Heineken;IRLANDE;Europe
110;Newcastle Brown Ale;2,48;33;4,7;NULL;Ale;Newcastle;Heineken;ROYAUME-UNI;Europe
111;George Killian's;1,91;33;6,5;Ambrée;NULL;Pelforth;Heineken;FRANCE;Europe
112;Pelforth Ambrée;2,71;33;6;Ambrée;NULL;Pelforth;Heineken;FRANCE;Europe
113;Pelforth Brune;2;33;6,5;Brune;NULL;Pelforth;Heineken;FRANCE;Europe
114;Postel Double;2,59;33;6,8;Brune;Abbaye;Postel;Heineken;BELGIQUE;Europe
115;Postel Triple;2,58;33;8,5;Blonde;Abbaye;Postel;Heineken;BELGIQUE;Europe
116;Watneys Scotch Ale;2,72;33;8;NULL;Ale;Watneys;Heineken;BELGIQUE;Europe
117;Chimay Cinq Cents;2,24;33;8;Blanche;Trappiste;Chimay;Notre Dame de Scourmont;BELGIQUE;Europe
118;Chimay Dorée;2,8;33;4,8;Blonde;Trappiste;Chimay;Notre Dame de Scourmont;BELGIQUE;Europe
119;Chimay Grande Réserve;2,06;33;9;Brune;Trappiste;Chimay;Notre Dame de Scourmont;BELGIQUE;Europe
120;Chimay Première;2,75;33;7;Brune;Trappiste;Chimay;Notre Dame de Scourmont;BELGIQUE;Europe
121;Chimère de Cendre (la);2,37;33;4,8;Brune;Stout;Chimère de Cendre (la);Notre Dame de Scourmont;FRANCE;Europe
122;Monts des Cats;1,17;33;7;Ambrée;Abbaye;Monts des Cats;Notre Dame de Scourmont;FRANCE;Europe
123;3 Brasseurs Triple (la);2,33;33;7,9;Blonde;NULL;3 Brasseurs;NULL;FRANCE;Europe
124;Saison Sauvin;2,22;33;7;Blonde;Bière de Saison;Saison Sauvin;NULL;NOUVELLE-ZÉLANDE;Océanie
125;Corne de Brume;2,18;33;9;NULL;Ale;A l'abri de la tempête;NULL;CANADA;Amérique
126;Corps Mort;2,81;33;9;Ambrée;NULL;A l'abri de la tempête;NULL;CANADA;Amérique
127;Abbaye des Rocs Brune;1,52;33;9;Brune;NULL;abbaye des Rocs;NULL;BELGIQUE;Europe
128;Abbaye des Rocs Grand Cru;2,34;33;10;Brune;NULL;abbaye des Rocs;NULL;BELGIQUE;Europe
129;Abbaye des Rocs Spéciale Noël;2,36;33;9;Brune;Bière de Saison;abbaye des Rocs;NULL;BELGIQUE;Europe
130;Altitude 6;2,86;33;6;Blonde;NULL;abbaye des Rocs;NULL;BELGIQUE;Europe
131;Brasserie des Rocs Triple Impériale;2,25;33;9,2;Brune;Abbaye;abbaye des Rocs;NULL;BELGIQUE;Europe
132;Montagnarde (la);2,47;33;9;Ambrée;NULL;abbaye des Rocs;NULL;BELGIQUE;Europe
133;Nounette;2,34;33;7,5;Blonde;Abbaye;abbaye des Rocs;NULL;BELGIQUE;Europe
134;Nuits Blanches;2,95;33;7,5;NULL;Bière Aromatisée;abbaye des Rocs;NULL;BELGIQUE;Europe
135;Abbaye du Val Dieu Grand Cru (l');1,09;33;10,5;Brune;Abbaye;Abbaye du Val Dieu;NULL;BELGIQUE;Europe
136;Abbaye du Val Dieu Noël (l');2,09;33;7;Blonde;Bière de Saison;Abbaye du Val Dieu;NULL;BELGIQUE;Europe
137;Westmalle Double;2,85;33;7;Blonde;Trappiste;Westmalle;NULL;BELGIQUE;Europe
138;Westmalle Triple;2,06;33;9,5;Blonde;Trappiste;Westmalle;NULL;BELGIQUE;Europe
139;Achel Blonde;2,23;33;8;Blonde;Trappiste;Achel;NULL;BELGIQUE;Europe
140;Achel Brune;2,76;33;8;Blonde;Trappiste;Achel;NULL;BELGIQUE;Europe
141;Achel Extra Bruin;1,79;33;9,5;Blonde;Trappiste;Achel;NULL;BELGIQUE;Europe
142;Rochefort 10;2,57;33;11,3;Brune;Trappiste;Rochefort;NULL;BELGIQUE;Europe
143;Rochefort 6;2,16;33;7,5;Brune;Trappiste;Rochefort;NULL;BELGIQUE;Europe
144;Rochefort 8;1,36;33;9,2;Brune;Trappiste;Rochefort;NULL;BELGIQUE;Europe
145;Westvleteren 12;2,97;33;10,2;Brune;Trappiste;Westvleteren;NULL;BELGIQUE;Europe
146;Westvleteren 6 Blond;1,21;33;6;Blonde;Trappiste;Westvleteren;NULL;BELGIQUE;Europe
147;Westvleteren 8;2,47;33;8;Brune;Trappiste;Westvleteren;NULL;BELGIQUE;Europe
148;Orval;1,34;33;6,2;Blonde;Trappiste;Orval;NULL;BELGIQUE;Europe
149;Explorer;2,02;33;5;NULL;Ale;Adnams;NULL;ROYAUME-UNI;Europe
150;The Poker Series - Roi de Coeur;2,56;33;8;NULL;Indian Pale Ale;Akim T./Brasserie Thiriez;NULL;FRANCE;Europe
151;Smoked Porter;2,65;33;6,5;Brune;Stout;Alaskan Brasserie;NULL;ÉTATS-UNIS;Amérique
152;Alesmith Grand Cru;2,51;33;10;Ambrée;Barley Wine;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
153;Alesmith IPA;1,87;33;7,25;Blonde;Ale;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
154;Alesmith X Extra Pale Ale;2,9;33;5,25;NULL;Ale;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
155;Anvil Ale ESB;1,23;33;5,5;NULL;Ale;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
156;Old Numbskull;1,24;33;11;Ambrée;Barley Wine;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
157;Speedway Stout;2,3;33;NULL;Brune;Stout;Alesmith Brasserie co.;NULL;ÉTATS-UNIS;Amérique
158;Alexander Black;1,78;33;7;Brune;Stout;Alexander Brasserie;NULL;ISRAËL;Asie
159;Gradisca;1,26;33;5,2;Blonde;Pils et Lager;Amarcord;NULL;ITALIE;Europe
160;Midòna;2,29;33;6,5;Blonde;NULL;Amarcord;NULL;ITALIE;Europe
161;Tabachéra;2,91;33;9;Ambrée;NULL;Amarcord;NULL;ITALIE;Europe
162;Volpina;2,18;33;6,5;NULL;Ale;Amarcord;NULL;ITALIE;Europe
163;Anchor IPA;2,08;33;6,5;NULL;Indian Pale Ale;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
164;Anchor Porter;2,53;33;5,6;Brune;Stout;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
165;Anchor Small Beer;2,71;33;3,3;Blonde;NULL;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
166;Anchor Steam Beer;2,76;33;4,8;Blonde;NULL;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
167;Liberty Ale;1,27;33;5,9;Blonde;NULL;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
168;Old Foghorn;1,5;33;8,8;NULL;Barley Wine;Anchor Brasserie;NULL;ÉTATS-UNIS;Amérique
169;Paljas IPA;1,4;33;6;NULL;Ale;Anders;NULL;BELGIQUE;Europe
170;Barney Flats Oatmeal Stout;1,51;33;5,7;Brune;Stout;Anderson Valley Brasserie co.;NULL;ÉTATS-UNIS;Amérique
171;Boont Amber Ale;2,81;33;5,8;Ambrée;NULL;Anderson Valley Brasserie co.;NULL;ÉTATS-UNIS;Amérique
172;The Kimmie, the Yink and the Holy Gose Ale;2,06;33;4,2;Blonde;Ale;Anderson Valley Brasserie co.;NULL;ÉTATS-UNIS;Amérique
173;Art Fosca Stout;1,88;33;5,8;Brune;Stout;Art Cervesers;NULL;ESPAGNE;Europe
174;Art Malté Ambrée;1,15;33;6;Ambrée;NULL;Art Malté;NULL;FRANCE;Europe
175;Art Malté Bière de Garde;2,22;33;5,6;Ambrée;NULL;Art Malté;NULL;FRANCE;Europe
176;Art Malté Bière de l’Instant - Pils Fermentation;1,34;33;5;Blonde;NULL;Art Malté;NULL;FRANCE;Europe
177;Art Malté Bière de l’Instant Blonde IBU – 80 IBU;2,17;33;6;Blonde;NULL;Art Malté;NULL;FRANCE;Europe
178;Art Malté Bière de l’Instant Blonde – 10 IBU;2,43;33;6;Blonde;NULL;Art Malté;NULL;FRANCE;Europe
179;Art Malté Blonde;2,99;33;5,5;Blonde;NULL;Art Malté;NULL;FRANCE;Europe
180;Bengal Tiger IPA;1,57;33;5,5;NULL;Indian Pale Ale;Artibrassage 87;NULL;FRANCE;Europe
181;Cascade Pale Ale;2,71;33;5,4;NULL;Ale;Artibrassage 87;NULL;FRANCE;Europe
182;Effinguud;1,38;33;4,7;Blanche;NULL;Artibrassage 87;NULL;FRANCE;Europe
183;Lathière Blonde du Bois des Eschelles;2,77;33;5,5;Blonde;Bière de Saison;Artibrassage 87;NULL;FRANCE;Europe
184;Oak Aged Dubbel;1,16;33;7,4;Brune;Abbaye;Artibrassage 87;NULL;FRANCE;Europe
185;Red Alert;2,86;33;5,5;NULL;Ale;Artibrassage 87;NULL;FRANCE;Europe
186;Blanche de la Tour Truffée;2,54;33;4,8;Blanche;NULL;Atelier de la Bière;NULL;FRANCE;Europe
187;Bonaventure IPA (la);1,69;33;5,5;NULL;Ale;Atelier de la Bière;NULL;FRANCE;Europe
188;Inquiète (une);1,11;33;4,8;Brune;Stout;Atelier de la Bière;NULL;FRANCE;Europe
189;Tournemine Real Ale;2,22;33;4,8;NULL;Ale;Atelier de la Bière;NULL;FRANCE;Europe
190;Yote (la);1,98;33;4,8;Blonde;NULL;Atelier de la Bière;NULL;FRANCE;Europe
191;The Maharaja IPA;1,47;33;10,27;NULL;Indian Pale Ale;Avery;NULL;ÉTATS-UNIS;Amérique
192;Celebrator;1,36;33;6,7;NULL;Bock;Ayinger;NULL;ALLEMAGNE;Europe
193;Chang Beer;1,4;33;5;Blonde;Pils et Lager;Ayutthaya;NULL;THAÏLANDE;Asie
194;Fursty Ferret;1,19;33;4,4;NULL;Ale;Badger;NULL;ROYAUME-UNI;Europe
195;Golden Champion;1,45;33;5;Blonde;NULL;Badger;NULL;ROYAUME-UNI;Europe
196;Angry Boy Brown Ale;2,94;33;6,2;NULL;Ale;Baird;NULL;JAPON;Asie
197;Japan Pale Ale;2,09;33;6,5;Blonde;NULL;Baird;NULL;JAPON;Asie
198;Nora;1,47;33;6,8;Blonde;NULL;Baladin;NULL;ITALIE;Europe
199;Big Eye IPA;2,23;33;7;Blonde;Ale;Ballast Point;NULL;ÉTATS-UNIS;Amérique
200;Sculpin IPA;1,98;33;7;Blonde;Ale;Ballast Point;NULL;ÉTATS-UNIS;Amérique
201;Baltika 3;2,31;33;4,8;Blonde;NULL;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
202;Baltika 4;1,97;33;5,6;Ambrée;NULL;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
203;Baltika 5;2,35;33;5,3;Blonde;NULL;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
204;Baltika 6;2,46;33;7;Brune;Stout;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
205;Baltika 8;2,02;33;5;Blanche;NULL;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
206;Baltika 9;1,85;33;8;NULL;NULL;Baltika;NULL;RUSSIE, FÉDÉRATION DE;Europe
207;Hildegarde;2,19;33;4,5;Blonde;NULL;BAM;NULL;FRANCE;Europe
208;Hombre;1,17;33;5,5;Ambrée;NULL;BAM;NULL;FRANCE;Europe
209;Sakura;2,79;33;5,5;Blanche;NULL;BAM;NULL;FRANCE;Europe
210;Tatou;1,08;33;6;NULL;Ale;BAM;NULL;FRANCE;Europe
211;Croix Roussienne Ambrée (la);1,04;33;NULL;Ambrée;NULL;Chantecler;NULL;FRANCE;Europe
212;Croix Roussienne Blanche (la);2,61;33;NULL;Blanche;NULL;Chantecler;NULL;FRANCE;Europe
213;Croix Roussienne Blonde (la);2,43;33;4,5;Blonde;NULL;Chantecler;NULL;FRANCE;Europe
214;Croix Roussienne Noire (la);2,67;33;4,8;Brune;NULL;Chantecler;NULL;FRANCE;Europe
215;Croix Roussienne Rousse (la);1,51;33;5;Ambrée;NULL;Chantecler;NULL;FRANCE;Europe
216;Croix Roussienne Saison (la);1,6;33;NULL;NULL;Bière Aromatisée;Chantecler;NULL;FRANCE;Europe
217;Cambrivinus Brune;2;33;7;Brune;NULL;Cambrinius;NULL;BELGIQUE;Europe
218;Ninkasi Ambrée;2,37;33;5,1;Ambrée;NULL;Ninkasi;NULL;FRANCE;Europe
219;Ninkasi Blanche;1,51;33;5,4;Blanche;NULL;Ninkasi;NULL;FRANCE;Europe
220;Ninkasi Blonde (bouteille);2,19;33;4,5;Blonde;NULL;Ninkasi;NULL;FRANCE;Europe
221;Ninkasi I.P.A.;2,04;33;6;NULL;Ale;Ninkasi;NULL;FRANCE;Europe
222;Ninkasi Noire;2,1;33;6,6;Brune;Stout;Ninkasi;NULL;FRANCE;Europe
223;Ninkasi Rousse;2,75;33;7;Ambrée;NULL;Ninkasi;NULL;FRANCE;Europe
224;Ninkasi Saison - Agrippine;2,62;33;4;NULL;NULL;Ninkasi;NULL;FRANCE;Europe
225;Ninkasi Triple;2,13;33;9;Blonde;NULL;Ninkasi;NULL;FRANCE;Europe
226;Gandavum Dry Hopping;1,05;33;7,5;Brune;NULL;Waterhuis;NULL;BELGIQUE;Europe
227;Summer Swallow;1,36;33;4,2;NULL;Ale;Bateman's Brasserie;NULL;ROYAUME-UNI;Europe
228;Bavaria 8.6;2,97;33;7,9;NULL;NULL;Bavaria;NULL;PAYS-BAS;Europe
229;Original Leipziger Gose;2,46;33;4,6;NULL;NULL;Bayerischer Bahnhof;NULL;ALLEMAGNE;Europe
230;Bayreuther Bio Weizen;2,18;33;5;Blonde;Bio;Bayreuther Bio Brauer;NULL;ALLEMAGNE;Europe
231;8 Ball;1,35;33;6,5;NULL;Indian Pale Ale;Beavertown Brasserie;NULL;ROYAUME-UNI;Europe
232;America Fuck Yeah;1,73;33;7,3;Ambrée;NULL;Beavertown Brasserie;NULL;ROYAUME-UNI;Europe
233;Gamma Ray APA;2,78;33;5,4;NULL;Ale;Beavertown Brasserie;NULL;ROYAUME-UNI;Europe
234;Dark Sister;1,39;33;6,5;Brune;Indian Pale Ale;Beer Project Brussels/Anders;NULL;BELGIQUE;Europe
235;Delta;2,81;33;6,5;NULL;Ale;Beer Project Brussels/Anders;NULL;BELGIQUE;Europe
236;Grosse Bertha;1,64;33;7;Blonde;NULL;Beer Project Brussels/Anders;NULL;BELGIQUE;Europe
237;Je Brûle de Désir;2,24;33;6,5;Ambrée;NULL;Brasserie de Bastogne;NULL;BELGIQUE;Europe
238;Vision Dyonisiaque;2,78;33;11;Ambrée;Barley Wine;Brasserie de Bastogne;NULL;BELGIQUE;Europe
239;Yan Jing Beer;2,63;33;4,5;Blonde;Pils et Lager;Beijing Yanjing brewery co.;NULL;CHINE;Asie
240;Belhaven Fruit Beer;2,82;33;4,6;NULL;Bière Aromatisée;Belhaven;NULL;ROYAUME-UNI;Europe
241;Belhaven Scottish Ale;2,47;33;3,9;NULL;Ale;Belhaven;NULL;ROYAUME-UNI;Europe
242;Belhaven Stout;2,29;33;4,1;Brune;Stout;Belhaven;NULL;ROYAUME-UNI;Europe
243;Belhaven Wee Heavy;1,99;33;6,5;Brune;Ale;Belhaven;NULL;ROYAUME-UNI;Europe
244;Innis and Gunn Oak Aged Original;1,72;33;6;Ambrée;NULL;Belhaven;NULL;ROYAUME-UNI;Europe
245;St Andrews Ale;2,14;33;4,6;NULL;Ale;Belhaven;NULL;ROYAUME-UNI;Europe
